コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
6384,2024/03,14334902000,11397978000,10882608000,6225128000,-,100000000,1849.71,79.5
6387,2024/07,16116000000,12299000000,12103966000,8374448000,1000000000,63347000,1531.26,76.3
6390,2024/03,105330000000,51551000000,44437000000,34431000000,12324000000,13740000000,4302.73,47.9
6391,2024/03,11809910000,7306320000,7306320000,4775089000,10000000,1355306000,4415.99,61.9
6392,2024/03,19038000000,15807058000,14509441000,13858917000,-,919226000,6483.25,81.5
6393,2024/03,43251631000,25834367000,18471971000,12454159000,3669515000,2409387000,5734.83,51.5
6395,2023/12,365244000000,181354000000,163514000000,135453000000,34605000000,2450000000,1426.37,49.6
6396,2024/03,8788690000,3075334000,2736444000,1677686000,-,1510106000,2784.49,35
6400,2023/12,8501479000,3178726000,2286959000,1269462000,1863848000,1394885000,392.26,37.4
6402,2024/03,13383171000,6641945000,6637787000,6796063000,-,1482513000,1360.76,49.6
6403,2024/03,24138000000,9991000000,9702000000,6221000000,1499000000,-,2327.59,41.4
6405,2024/03,18201806000,14580807000,14356242000,12216103000,-,153860000,1125,79.9
6406,2024/03,256402000000,165177000000,136349000000,111405000000,5733000000,128000000,1901.27,57.9
6407,2024/03,208285000000,129098000000,115225000000,88386000000,5907000000,29262000000,1933.58,62
6408,2024/03,48599000000,15357000000,12928000000,9671000000,14612000000,4709000000,10262.34,31.6
6409,2022/03,72490000000,37047000000,32973000000,24302000000,1343000000,10437000000,1743.02,49.5
6411,2023/12,35359730000,26777057000,23784306000,22875612000,250000000,-,5056.98,71.5
6412,2024/03,428029000000,239185000000,238701000000,168438000000,-,94276000000,2425.13,55.9
6413,2024/03,88628000000,66893000000,60489000000,37410000000,15000000,8000000,2036.31,75.5
6416,2024/03,7232918000,4727752000,4611534000,-225200000,-,-,3086.01,65.4
6417,2024/03,292119000000,251579000000,246654000000,256751000000,-,-,1139.11,85.5
6418,2024/03,47698207000,28655470000,27202141000,24570828000,-,3540000000,1018.44,60.1
6419,2024/03,83956902000,71254036000,65952801000,58102153000,-,-,3975.65,84.9
6420,2024/03,130532000000,92826000000,85728000000,83191000000,-,-,4631.33,71
6424,2024/03,17649889000,5073281000,4573148000,3246946000,3206000000,390000000,1153.38,28.7
6425,2023/12,628006000000,388388000000,375900000000,364273000000,-,-,5011.38,61.8
6428,2024/03,41940118000,18356031000,18228231000,16551994000,1902920000,12123333000,816,43.8
6430,2024/03,59281977000,40720307000,40558021000,39206726000,-,-,2754.6,68.7
6432,2024/02,198153000000,147625000000,135879000000,130648000000,-,-,3096.96,74.5
6433,2024/03,5383445000,3018403000,2987291000,1568722000,-,745128000,483.88,56.1
6436,2024/03,184585000000,128103000000,119374000000,94510000000,94000000,-,1779.41,69.1
6439,2024/03,9221596000,3488649000,3373020000,801268000,106500000,3086902000,1532.35,37.5
6440,2023/12,139304000000,32370000000,27791000000,8193000000,63321000000,19123000000,1069.3,22.7
6444,2023/12,162539000000,20836000000,15165000000,-20125000000,56102000000,822000000,181.17,12.4
6445,2024/03,50821000000,34996000000,23581000000,13234000000,3149000000,-,1865.41,67.3
6448,2024/03,896109000000,668121000000,668047000000,584293000000,-,600000000,2613.43,74.5
6454,2024/03,121717000000,99847000000,90500000000,70267000000,1050000000,125000000,2143.93,81.9
6455,2024/03,139695000000,91583000000,83366000000,77273000000,1432000000,-,2074.19,64.8
6457,2024/03,467072000000,228746000000,171884000000,167088000000,38286000000,37040000000,4064.49,48.8
6458,2024/03,88038000000,63907000000,55085000000,46959000000,600000000,1599000000,2469.26,69.4
6459,2023/12,92203552000,64278636000,64175454000,46838464000,-,-,1302.13,69.7
6460,2024/03,653994000000,357702000000,333274000000,281208000000,22507000000,124500000000,1652.29,54.6
6461,2023/03,68843000000,38117000000,31417000000,16265000000,5940000000,3939000000,4632.61,52.4
6462,2023/03,123728000000,94983000000,80554000000,67644000000,-,7000000000,8810.26,71.5
6463,2024/03,290109000000,189640000000,116735000000,108974000000,22894000000,8995000000,4666.99,54.2
6464,2023/12,166078000000,54142000000,54107000000,15209000000,15974000000,74383000000,1361.94,32.6
6465,2023/12,465361000000,332937000000,297476000000,274766000000,806000000,-,2267.49,70.6
6466,2023/09,14065593000,9965972000,9325429000,6126083000,100000000,240014000,4263.27,70.9
6467,2024/03,15187194000,10895831000,9368747000,6804295000,1000000000,416720000,1153.08,68.7
6469,2024/02,17974743000,7229132000,6355757000,2881428000,3994770000,1853299000,603.32,35.8
6470,2024/03,119457000000,72587000000,63529000000,46929000000,323000000,17374000000,2488.36,60.2
6471,2024/03,1298077000000,677954000000,659979000000,375402000000,-,-,1350.52,50.8
6472,2024/03,910252000000,280822000000,197253000000,75770000000,125714000000,134264000000,497.82,29
6473,2024/03,1628514000000,822770000000,788984000000,568463000000,61127000000,180820000000,2300.32,48.5
6474,2023/11,370324000000,169520000000,131395000000,110593000000,23063000000,54578000000,6980.91,43.9
6479,2024/03,1416122000000,715724000000,704139000000,415318000000,147238000000,215145000000,1741.25,49.7
6480,2024/03,119187000000,76164000000,65440000000,45451000000,5000000000,11166000000,1104.32,63.8
6481,2023/12,556351000000,362898000000,357264000000,253440000000,13123000000,95639000000,2914.22,64.2
6482,2024/03,42821381000,34418934000,31779981000,29125446000,-,-,1001.03,79.6
6484,2024/03,34464147000,27010414000,25857823000,20531880000,-,-,3388.21,78.4
6485,2024/03,45965000000,39039000000,36556000000,29600000000,-,-,1840.75,84.9
6486,2024/03,209914000000,125671000000,94956000000,79415000000,2427000000,24735000000,2570.04,55.6
6488,2024/03,19340779000,15788601000,14064551000,9987892000,400000000,489994000,1230.44,80.9
6489,2024/05,41146000000,27895000000,26287000000,17686000000,-,1303000000,1563.19,67.8
6490,2024/03,98835000000,69949000000,63516000000,55841000000,750000000,975000000,3000.96,70.8
6492,2023/11,12707000000,10011000000,9832000000,8548000000,-,835000000,6264.18,78.8
6493,2024/03,62981673000,37045657000,22975260000,14015877000,3945412000,5639168000,990.58,45.2
6494,2024/03,5643275000,5042159000,5083611000,1642313000,8000000,30937000,114.46,89.3
6495,2024/03,8645255000,4178241000,2388652000,500687000,1196900000,331470000,86.82,48.3
6496,2024/05,31739131000,24787570000,22985180000,21171355000,800000000,678700000,7020.04,78.1
6497,2023/12,21098197000,15635827000,14147271000,13809041000,-,-,2337.24,74.1
6498,2023/12,166693000000,102207000000,91745000000,65258000000,1046000000,3487000000,1124.37,60.5
6501,2024/03,12221284000000,5859603000000,5703705000000,4084729000000,37827000000,-,1231.08,46.7
6502,2023/03,3539268000000,1337067000000,1247381000000,-,-,-,2883.27,35.2
6503,2024/03,6167340000000,3866418000000,3739324000000,3102755000000,-,-,1790.63,60.6
6504,2024/03,1271174000000,661472000000,509278000000,423135000000,40259000000,15100000000,4218.4,47.4
6505,2024/05,51652000000,26070000000,19878000000,12299000000,4585000000,6003000000,2794.61,50.5
6506,2024/02,702335000000,408018000000,399338000000,305116000000,26179000000,54156000000,1527.78,56.9
6507,2024/03,137062000000,74451000000,54274000000,45622000000,6070000000,12528000000,2640.58,54.3
6508,2024/03,334787000000,129488000000,105741000000,78642000000,9912000000,28767000000,2786.31,37.8
6513,2024/03,47568208000,26347864000,18585754000,10637950000,-,1840064000,4270.58,50.4
6516,2024/03,150688000000,110373000000,110358000000,79373000000,7984000000,3934000000,9253.4,73.2
6517,2024/03,100540000000,75843000000,64141000000,63102000000,2265000000,1423000000,3526.42,72.4
6518,2024/03,19533305000,11715336000,11031371000,8338371000,402391000,1055093000,2575.17,60
6521,2024/02,19251711000,7610426000,7461530000,652271000,1500000000,6638761000,691.54,39.5
6522,2024/08,2657000000,1539000000,1543947000,-58182000,665000000,70012000,216.4,57.9
6523,2024/03,564327000000,139163000000,139515000000,-2773000000,36922000000,248123000000,1106.98,24.7
6524,2023/12,24973000000,20059000000,18629000000,12633000000,196000000,208000000,743.18,80.3
6525,2024/03,375433000000,187388000000,187388000000,142448000000,7500000000,84000000000,804.49,49.9
6526,2024/03,186840000000,131020000000,128998000000,63604000000,-,-,733.24,70.1
6532,2024/02,99883000000,74127000000,66487000000,71489000000,1050000000,1306000000,427.81,74.2
6533,2023/12,12712981000,6036733000,5175662000,3276890000,388010000,2104458000,558.68,43.1
6535,2024/07,24488000000,15633000000,15445000000,15446000000,-,-,268.93,63.3
6537,2023/12,4129000000,1764000000,1654000000,-267000000,500000000,254000000,243.02,40.8
6538,2024/03,4023000000,2088000000,2088000000,1540000000,-,828000000,102.09,51.9
6539,2024/03,11503583000,10333440000,10061534000,8241847000,-,-,409.61,89
6540,2023/12,19574887000,12246537000,11659658000,9966680000,-,-,1178.38,62.6
6541,2022/03,4799947000,1863857000,1761532000,1007367000,200000000,-,65.63,38.8
6542,2024/06,9284000000,7529000000,7388284000,6181322000,-,142050000,1170.49,81.1
6543,2024/02,4574125000,3279409000,3278689000,2805498000,-,293650000,865.56,71.7
6544,2024/03,32539015000,16789478000,16647328000,11591118000,3535935000,903868000,185.67,50.8
6545,2024/03,3751495000,1388353000,1388334000,952339000,650000000,168189000,261.75,37
6546,2023/12,11997987000,6406074000,6155446000,5536510000,-,565600000,1193.46,53.4
6547,2024/06,26614000000,7824000000,7795000000,6534000000,2600000000,9402000000,564.09,29.4
6548,2024/06,3525000000,2190000000,2151275000,-4475330000,-,500000000,109.36,61.3
6549,2024/03,7142185000,2910050000,2852794000,2246289000,-,1810598000,1020.42,39.9
6550,2024/03,1403494000,502516000,493402000,-1416145000,-,544368000,37.95,35.2
6551,2023/09,4554706000,1633263000,1530339000,221066000,150000000,395029000,178.24,33.6
6552,2024/05,3884000000,2920789000,2905668000,2199108000,-,43314000,167.25,75.2
6554,2023/09,5008000000,3311000000,3286000000,2403000000,-,-,368.36,65.6
6555,2024/02,3549988000,2825998000,2860010000,1138903000,150000000,-,712.78,80.6
6556,2024/03,9406000000,4495000000,4488000000,3817000000,-,-,162.84,47.7
6557,2024/03,11657215000,1745230000,1712595000,166079000,360000000,6131303000,558.88,14.9
6558,2023/11,3441539000,1526902000,1487291000,-26362000,392750000,897519000,534.3,43.2
6560,2023/12,11887000000,3614000000,3501000000,1966000000,280000000,4011000000,775.51,29.4
6561,2023/12,9679357000,1851537000,1840817000,1494360000,847307000,588988000,147.11,19.1
6562,2024/03,19197059000,7290162000,7248376000,3576991000,1732004000,6138420000,409.29,37.8
6563,2023/09,2698605000,1151198000,1151198000,721016000,-,-,220.17,42.7
6564,2024/03,26901101000,12789791000,12758234000,7862738000,4090000000,5184421000,461.33,47.4
6565,2024/03,22860676000,10433467000,10433467000,8092996000,130000000,4937692000,736.02,45.6
6566,2024/03,23580034000,18458527000,18166763000,15938725000,220656000,284365000,1163.01,78.3
6567,2023/05,5002837000,2154597000,2154597000,796352000,-,1087050000,341,43.1
6568,2024/03,18621632000,13086849000,12902073000,9068906000,-,1311719000,1695.35,70.3
6569,2023/03,30092000000,14807000000,14563000000,10460000000,-,2019000000,428.13,48.4
6570,2024/03,14211621000,3991219000,3895082000,2725982000,-,4542632000,670.47,28.1
6571,2024/06,32297000000,14170000000,14170000000,7733000000,1392000000,6822000000,1079.74,43.9
6572,2024/02,19243542000,11667796000,11654340000,211894000,1500000000,630503000,191.76,60.6
6573,2023/12,349275000,111395000,108598000,-1829123000,-,138324000,4.89,31.1
6574,2024/03,3001561000,1643786000,1643786000,561888000,50004000,358326000,379.33,54.8
6577,2024/07,2869000000,1151000000,1148642000,132618000,-,742823000,761.11,40
6578,2024/02,2377695000,1102814000,1097868000,455687000,453332000,146672000,150.33,46.2
6579,2024/03,1482764000,676936000,664395000,-338694000,50000000,163192000,175.25,44.9
6580,2024/03,3415173000,2701216000,2705217000,2377474000,-,-,521.39,79.1
6584,2024/03,111245000000,48288000000,36735000000,31872000000,17648000000,14392000000,1248.38,40.2
6586,2024/03,1055808000000,875206000000,868156000000,669359000000,19891000000,-,3227.06,82.2
6588,2024/03,337509000000,96236000000,58683000000,31145000000,2871000000,11533000000,1663.72,26.1
6590,2024/03,91254000000,38735000000,37933000000,26586000000,3650000000,1600000000,2955.85,42.4
6592,2023/12,336605000000,305030000000,261294000000,230335000000,-,830000000,2380.89,90.6
6594,2024/03,3160635000000,1659186000000,1632184000000,1213361000000,42954000000,-,2840.56,51.6
6597,2024/06,4765000000,2487000000,2485399000,2071892000,350000000,525682000,579.3,52.2
6599,2024/03,5674847000,4502328000,4427325000,4173361000,-,-,2983.75,79.3
6612,2023/12,7803000000,4265000000,4252000000,1409000000,600000000,328000000,505.29,54.7
6613,2024/03,6146353000,5667791000,5661302000,-642627000,-,667000,135.6,92.1
6614,2024/03,5754517000,2548528000,2514707000,1740883000,250000000,178391000,575.83,44.3
6615,2024/03,79015000000,19717000000,18359000000,7846000000,21415000000,11813000000,695.57,24.9
6616,2024/03,36636141000,20552904000,19186430000,8504353000,-,9124078000,1868.51,56.1
6617,2024/03,116627000000,63839000000,56874000000,41920000000,2740000000,2800000000,3631.88,49.9
6618,2023/03,12232006000,4475705000,3663399000,1232287000,1291850000,599686000,483.4,36.6
6619,2024/01,171000000000,123797000000,46854000000,-11365000000,15452000000,11858000000,974.4,31.3
6620,2024/03,27709000000,26646000000,24258000000,6079000000,-,-,628.65,90.8
6622,2024/03,276624000000,148595000000,113025000000,94767000000,30192000000,30850000000,5493.61,48.5
6623,2024/03,134347000000,74526000000,68110000000,62108000000,3502000000,11712000000,7694.09,54.4
6625,2024/03,72602378000,19146765000,19157053000,6381527000,1277500000,40757253000,181.05,26.4
6626,2024/03,28251872000,21396272000,17774569000,17249792000,200000000,1253284000,1963.6,75.7
6627,2023/12,69438560000,49006331000,31252117000,11937606000,300000000,13260986000,3750.86,49.1
6629,2024/03,36092535000,9813485000,8091028000,4051751000,10775909000,4211652000,727.14,27.2
6630,2024/04,29090155000,25113731000,25047128000,24688019000,-,100000000,456.44,86.3
6632,2024/03,316819000000,121220000000,114801000000,40004000000,19194000000,38103000000,761.35,36.2
6633,2023/12,5584231000,3126279000,2864440000,2357329000,-,-,323.54,55
6634,2023/11,3080151000,2961499000,2957873000,-1762312000,-,-,108.77,96
6635,2023/12,29197036000,6937268000,4193356000,2127705000,5438195000,4756169000,883.23,20.4
6637,2024/03,68043741000,46791674000,40065814000,36586037000,480000000,1938500000,3591.37,68.8
6638,2024/03,75718693000,27390914000,24633564000,17596764000,18938540000,4887271000,945.99,36
6640,2023/12,91603000000,58387000000,51473000000,30354000000,9123000000,8143000000,3141.95,63.6
6641,2022/03,195287000000,134687000000,125654000000,109065000000,2052000000,-,1229.9,67.3
6643,2024/03,31398780000,21101342000,19971405000,16564803000,328000000,-,4214.25,66.5
6644,2024/03,95641000000,62532000000,43034000000,27503000000,1874000000,2823000000,1057.45,51.9
6645,2024/03,1354729000000,950993000000,786686000000,-,-,-,3995.04,58.1
6647,2024/03,8220127000,4732810000,4047666000,2172693000,527115000,360044000,3441.34,57.6
6648,2024/03,22410000000,16039565000,15709669000,13970780000,591657000,196010000,5007.46,71.6
6651,2024/03,161742000000,108696000000,102088000000,91728000000,8000000,16221000000,2860.16,67.1
6652,2024/03,107138000000,66006000000,53735000000,41077000000,7000000000,10183000000,2226.94,61.2
6653,2023/12,28755000000,13212000000,11428000000,7036000000,2466000000,780000000,1085.96,45.9
6654,2024/01,11279181000,10446949000,10088223000,8540450000,120000000,-,1880.31,92.5
6655,2024/03,10855127000,6057291000,5474197000,3875880000,1252688000,461612000,1416.65,54.6
6656,2024/04,3739515000,1079166000,883607000,-137943000,1500000000,661310000,220.54,23.6
6658,2024/03,19696000000,7930000000,8130000000,4700000000,964000000,2786000000,520.36,39.8
6659,2024/03,4344442000,2684503000,2316180000,-1659527000,-,315918000,61.95,60.8
6662,2024/06,2363000000,2008000000,1976068000,379219000,-,-,133.59,83.6
6663,2023/12,4577917000,2539238000,2410559000,656978000,339166000,414747000,421.94,54.8
6664,2023/11,15564147000,5567283000,4488041000,3538932000,283345000,5121489000,901.15,35.8
6666,2024/03,10179001000,4448078000,4244323000,2168954000,457662000,2200294000,540.47,43.7
6668,2024/08,26646000000,12096000000,11212000000,9753000000,6650000000,4905000000,1414,45.4
6670,2024/03,120727000000,79346000000,73312000000,60941000000,8436000000,6535000000,805.83,65.6
6674,2024/03,656663000000,373880000000,258078000000,131542000000,26196000000,29962000000,3289.94,50.3
6675,2024/03,41473000000,28368000000,25849000000,10427000000,773000000,630000000,4873.88,68.4
6676,2024/03,95936000000,63922000000,62590000000,62097000000,-,-,3826.67,66.6
6677,2023/09,41813070000,31620240000,28549743000,21348162000,-,800000000,3045,75.6
6678,2024/03,17433874000,13818588000,13818588000,15730645000,-,-,1998.92,79.3
6694,2023/12,19260271000,7923514000,5460034000,5302279000,3410568000,2966297000,1540.33,34.6
6695,2023/10,2198358000,1191842000,1191842000,728484000,263000000,264530000,5264.32,54.2
6696,2024/01,513342000,408111000,406895000,-724835000,-,60000000,84.5,79.3
